Slug,Product Description,Gallery
bee-15a,"<p dir=""auto"">BEE-15A is a powered universal FOH and stage monitoring speaker fitted with a low-distortion 15” coaxial driver with a 3” low-frequency voice coil and a 2,8” voice coil. Its built-in amplifier offers simple controls and unconditional reliable operation, which makes the speakers indispensable for a wide variety of applications.</p><p dir=""auto""><strong>Main features:</strong></p><ul dir=""auto""><li data-preset-tag=""p""><p>800 W + 400 W amplifier power</p></li><li data-preset-tag=""p""><p>15”, coaxial 3” voice coil</p></li><li data-preset-tag=""p""><p>129,5 dB Peak SPL</p></li><li data-preset-tag=""p""><p>M10 safety point; 35 mm pole socket; 4x M10 flying points</p></li></ul>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Bee-series/Bee-Accessories/ABEE15%2BBEE-15_iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Bee-series/Bee-Accessories/BEE-15%2Bhook2_iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Bee-series/BEE-15-%28-Tripod%2BSub-H18%29-_0002-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Bee-series/BEE-15-%28-Tripod%2BSub-H18%29-_0011-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Bee-series/BEE-15-black-white_iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Bee-series/BEE-15-black-white_iso2-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Bee-series/BEE-15-white_main-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Bee-series/BEE-15-white_monitor_main-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Bee-series/BEE-15_back-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Bee-series/BEE-15_bottom-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Bee-series/BEE-15_front-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Bee-series/BEE-15_horizontal_iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Bee-series/BEE-15_horizontal_iso_no_grill-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Bee-series/BEE-15_iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Bee-series/BEE-15_iso_no_grill-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Bee-series/BEE-15_main-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Bee-series/BEE-15_side-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Bee-series/BEE-15_top-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Bee-series/Bee-Accessories/HBEE15%2BBEE-15_main-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Bee-series/Bee-Accessories/VBEE15%2BBEE-15_iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Bee-series/Bee-Accessories/VBEE15%2BBEE-15_iso_angle-1000x1000.jpg"
sub-28-ip,"<p dir=""auto""><strong>Product Description:</strong></p><p dir=""auto"">Weather-resistant subwoofer</p><ul dir=""auto""><li data-preset-tag=""p""><p>2000W nominal power</p></li><li data-preset-tag=""p""><p>Two 18” woofers with 4” voice coil</p></li><li data-preset-tag=""p""><p>Efficient vented box design</p></li><li data-preset-tag=""p""><p>144.5 dB Peak SPL</p></li></ul>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/SUB-28-A-back-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/SUB-28-A-front-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/SUB-28-A-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/SUB-28-A-main-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/SUB-28-A-side-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/SUB-28-A-top-1000x1000.jpg"
sub-18a,"<p dir=""auto""><strong>Main features:</strong></p><ul dir=""auto""><li data-preset-tag=""p""><p>2000 W amplifier power</p></li><li data-preset-tag=""p""><p>18” woofer with 4” voice coil</p></li><li data-preset-tag=""p""><p>Efficient vented box design</p></li><li data-preset-tag=""p""><p>139 dB Max SPL</p></li><li data-preset-tag=""p""><p>M20 distance adapter</p></li></ul>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/SUB-18-back-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/SUB-18-front-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/SUB-18-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/SUB-18-main-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/SUB-18-side-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/SUB-18-top-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/SUB-18-WH-back-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/SUB-18-WH-font-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/SUB-18-WH-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/SUB-18-WH-main-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/Sub-18-with-wheels-1000x1000.jpg"
sub-28a,"<p dir=""auto"">The Sub 28A is the powered (active) version of the dual-18 Sub 28, using two highly efficient 18-inch drivers for heavy low end in mobile rigs and fixed installs.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Powered dual 18-inch subwoofer</p></li><li data-preset-tag=""p""><p>Two efficient 18-inch drivers</p></li><li data-preset-tag=""p""><p>Active version of the Sub 28</p></li></ul>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/SUB-28-A-back-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/SUB-28-A-front-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/SUB-28-A-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/SUB-28-A-side-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/SUB-28-A-top-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/Sub-28-with-wheels-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/Sub-28A-WH_back-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/Sub-28A-WH_front-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/Sub-28A-WH_iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/Sub-28A-WH_main-1000x1000.jpg"
air-c5t,"<h3 dir=""auto"">5.25-inch install speaker with 70V / 100V line input</h3><p dir=""auto"">The AIR-C5T is the transformer (Hi-Z) version of the compact AIR-C5 installation cabinet. A 5.25-inch woofer plus a 1-inch carbon-fibre HF on a rotatable horn covers 100 x 70 degrees, while built-in 70V / 100V tap settings make distributed-system wiring straightforward.</p><ul dir=""auto""><li data-preset-tag=""p""><p>5.25-inch woofer with 1.25-inch voice coil</p></li><li data-preset-tag=""p""><p>1-inch carbon-fibre HF with neodymium magnet on a rotatable horn</p></li><li data-preset-tag=""p""><p>70 W nominal power, 119.5 dB Max SPL</p></li><li data-preset-tag=""p""><p>Compatible with 70V / 100V lines and 16 Ohm Lo-Z connections</p></li><li data-preset-tag=""p""><p>VESA 50 x 50 plus M10 safety point; IP54 weather rating</p></li></ul><p dir=""auto"">At 160 x 277 x 157 mm and 4.1 kg, the AIR-C5T fits ceiling, wall, vertical and horizontal mounts in restaurants, retail, hospitality, fitness studios and outdoor terraces where 70V / 100V distribution is the standard.</p>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-C5-back-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-C5-back-WH-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-C5-front-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-C5-front-WH-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-C5-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-C5-iso-WH-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-C5-main-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-C5-main-WH-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-C5-side-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-C5-side-WH-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-C5-top-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-C5-top-WH-1000x1000.jpg"
air-s26a,"<p dir=""auto"">The AIR-S26A is the powered version of the ultra-compact AIR-S26 installation subwoofer, using two 6.5-inch high-excursion woofers with a built-in Class-D amplifier in a low-profile IP54 enclosure.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Powered subcompact dual 6.5-inch install subwoofer</p></li><li data-preset-tag=""p""><p>Built-in Class-D amplifier</p></li><li data-preset-tag=""p""><p>Low 16.5 cm profile; IP54 rated</p></li></ul>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-S26A%20ceiling-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-S26A%20ground-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-S26A%20nishe-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-S26A%20wall-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-S26A-back-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-S26A-dym-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-S26A-front-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-S26A-side-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-S26A-top-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-S26A-white_bracket-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-S26A-white_ceiling-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-S26A-white_floor-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-S26A-white_iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-S26A-white_iso_no_grill-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-S26A-white_lira-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-S26A-white_niche-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-C-series/AIR-S26A-white_wall-1000x1000.jpg"
air-s15,"<p dir=""auto"">The AIR-S15 is a 15-inch installation subwoofer with a compact enclosure and versatile mounting brackets for indoor and outdoor use (IP variant available).</p><ul dir=""auto""><li data-preset-tag=""p""><p>15-inch installation subwoofer</p></li><li data-preset-tag=""p""><p>Versatile mounting brackets</p></li><li data-preset-tag=""p""><p>IP variant for outdoor use</p></li></ul>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-S15-WH-back-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-S15-WH-front-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-S15-WH-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-S15-WH-main-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-S15-WH-side-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-S15-WH-top-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-S15-back-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-S15-front-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-S15-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-S15-side-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-S15-top-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/CL-S15-AIR-S15-iso-1000x1000.jpg"
sub-15,"<p dir=""auto"">The Sub 15 is a single-15 vented passive subwoofer for mobile and installed systems requiring compact, high-output low frequencies.</p><ul dir=""auto""><li data-preset-tag=""p""><p>Single 15-inch vented passive subwoofer</p></li><li data-preset-tag=""p""><p>15-inch woofer with 4-inch voice coil</p></li></ul>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/SUB-15-WH-back-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/SUB-15-WH-front-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/SUB-15-WH-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/SUB-15-WH-main-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/SUB-15-back-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/SUB-15-front-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/SUB-15-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/SUB-15-side-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/SUB-15-top-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Subwoofer-series/Sub-15-with-wheels-1000x1000.jpg"
air-s15-ip,"<h3 dir=""auto"">Weather-resistant 15-inch install sub</h3><p dir=""auto"">The AIR-S15 IP is the IP54 version of MAG Audio's AIR-S15 installation subwoofer. A single 15-inch driver with a 4-inch voice coil delivers controlled low end for permanent install systems, while the weather-resistant cabinet keeps the box working through outdoor seasons.</p><ul dir=""auto""><li data-preset-tag=""p""><p>15-inch woofer with 4-inch voice coil</p></li><li data-preset-tag=""p""><p>1000 W nominal power, 136 dB Max SPL</p></li><li data-preset-tag=""p""><p>37 - 300 Hz frequency response (-10 dB)</p></li><li data-preset-tag=""p""><p>4 / 8 Ohm switchable impedance</p></li><li data-preset-tag=""p""><p>Phoenix connector with IP54 enclosure</p></li></ul><p dir=""auto"">At 36 kg in a 700 x 527 x 417 mm cabinet, the AIR-S15 IP is a workhorse low-end companion for outdoor terraces, hospitality, leisure venues and retail builds.</p>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-S15-back-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-S15-front-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-S15-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-S15-main-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-S15-side-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-S15-top-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-S15-WH-back-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-S15-WH-front-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-S15-WH-iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-S15-WH-main-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-S15-WH-side-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/AIR-series/AIR-S15-WH-top-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Accessories/CL-S15-AIR-S15-iso-1000x1000.jpg"
bee-15,"<p dir=""auto"">BEE-15 is a passive FOH and stage monitoring speaker featuring a 15 in coaxial driver with a 3 in voice coil. Connects via industry-standard Speakon for simple integration into sound reinforcement setups, with flytrack and pole mount options.</p><ul dir=""auto""><li data-preset-tag=""p""><p>15 in coaxial driver, 97 dB sensitivity, 136 dB max SPL</p></li><li data-preset-tag=""p""><p>80 x 80 degrees coverage, 500 W nominal power</p></li><li data-preset-tag=""p""><p>M10 fly points, 35mm pole socket, M10 safety point</p></li></ul>","https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Bee-series/BEE-15-%28-Tripod%2BSub-H18%29-_0002-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Bee-series/BEE-15-%28-Tripod%2BSub-H18%29-_0011-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Bee-series/BEE-15-black-white_iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Bee-series/BEE-15-black-white_iso2-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Bee-series/BEE-15-white_main-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Bee-series/BEE-15-white_monitor_main-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Bee-series/BEE-15_back-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Bee-series/BEE-15_bottom-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Bee-series/BEE-15_front-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Bee-series/BEE-15_horizontal_iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Bee-series/BEE-15_horizontal_iso_no_grill-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Bee-series/BEE-15_iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Bee-series/BEE-15_iso_no_grill-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Bee-series/BEE-15_side-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Bee-series/BEE-15_top-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Bee-series/Bee-Accessories/ABEE15%2BBEE-15_iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Bee-series/Bee-Accessories/BEE-15%2Bhook2_iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Bee-series/Bee-Accessories/HBEE15%2BBEE-15_main-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Bee-series/Bee-Accessories/VBEE15%2BBEE-15_iso-1000x1000.jpg,https://raw.githubusercontent.com/madiers/claude-all/claude/blissful-cori-JY3Gi/MAG/cache/catalog/Bee-series/Bee-Accessories/VBEE15%2BBEE-15_iso_angle-1000x1000.jpg"
